년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2012/12/28","11,906.20","18.71","10,364.48","11.97","10,262.75","16.12"
"2012/12/27","11,887.49","9.40","10,352.51","7.34","10,246.63","8.10"
"2012/12/26","11,878.09","-5.45","10,345.17","-5.64","10,238.52","-4.70"
"2012/12/24","11,883.54","-3.20","10,350.81","-4.55","10,243.22","-2.76"
"2012/12/21","11,886.74","10.94","10,355.36","6.93","10,245.98","9.43"
"2012/12/20","11,875.80","6.04","10,348.43","4.40","10,236.55","5.21"
"2012/12/18","11,869.76","-5.78","10,344.03","-6.80","10,231.34","-4.98"
"2012/12/17","11,875.54","-1.39","10,350.83","-2.16","10,236.32","-1.20"
"2012/12/14","11,876.93","-0.88","10,352.99","-3.59","10,237.52","-0.76"
"2012/12/13","11,877.81","-8.75","10,356.58","-8.59","10,238.28","-7.54"
"2012/12/12","11,886.56","3.72","10,365.17","2.31","10,245.83","3.21"
"2012/12/11","11,882.84","-1.09","10,362.86","-1.87","10,242.62","-0.93"
"2012/12/10","11,883.93","-7.09","10,364.73","-7.21","10,243.55","-115.40"
"2012/12/07","11,891.02","5.63","10,371.94","2.17","10,358.95","4.90"
"2012/12/06","11,885.39","7.17","10,369.77","5.40","10,354.05","6.25"
"2012/12/05","11,878.22","-7.11","10,364.37","-7.22","10,347.80","-6.19"
"2012/12/04","11,885.33","-1.10","10,371.59","-1.90","10,353.99","-0.95"
"2012/12/03","11,886.42","2.93","10,373.49","1.66","10,354.94","2.56"
"2012/11/30","11,883.49","-0.85","10,371.83","-3.55","10,352.39","-0.74"
"2012/11/29","11,884.34","-1.18","10,375.38","-1.98","10,353.12","-1.02"
"2012/11/28","11,885.51","6.21","10,377.36","4.55","10,354.15","5.41"
"2012/11/27","11,879.30","-5.14","10,372.81","-5.48","10,348.74","-4.48"
"2012/11/26","11,884.44","7.86","10,378.29","6.01","10,353.22","6.84"
"2012/11/23","11,876.59","-3.77","10,372.28","-6.14","10,346.37","-3.29"
