년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2020/12/30","14,720.70","5.34","10,849.13","2.26","10,769.10","3.91"
"2020/12/29","14,715.36","-6.13","10,846.87","-4.86","10,765.19","-4.48"
"2020/12/28","14,721.49","2.57","10,851.73","1.56","10,769.67","1.88"
"2020/12/24","14,718.92","-16.32","10,850.17","-13.39","10,767.80","-11.94"
"2020/12/23","14,735.24","9.20","10,863.56","6.46","10,779.73","6.73"
"2020/12/22","14,726.04","7.62","10,857.10","5.29","10,773.00","5.57"
"2020/12/21","14,718.42","7.66","10,851.82","5.32","10,767.43","5.60"
"2020/12/18","14,710.77","7.42","10,846.50","4.47","10,761.83","5.43"
"2020/12/17","14,703.35","-5.58","10,842.03","-4.45","10,756.40","-4.08"
"2020/12/16","14,708.92","-7.46","10,846.49","-5.84","10,760.48","-5.46"
"2020/12/15","14,716.38","-0.83","10,852.33","-0.95","10,765.94","-0.61"
"2020/12/14","14,717.22","-1.74","10,853.28","-1.65","10,766.55","-1.27"
"2020/12/11","14,718.95","-3.42","10,854.93","-3.64","10,767.82","-2.50"
"2020/12/10","14,722.37","4.03","10,858.57","2.62","10,770.32","-37.12"
"2020/12/09","14,718.34","0.41","10,855.96","-0.06","10,807.44","0.30"
"2020/12/08","14,717.93","2.43","10,856.02","1.43","10,807.14","1.78"
"2020/12/07","14,715.50","6.61","10,854.59","4.53","10,805.35","4.86"
"2020/12/04","14,708.88","-0.35","10,850.05","-1.37","10,800.49","-0.25"
"2020/12/03","14,709.23","9.26","10,851.42","6.49","10,800.75","6.80"
"2020/12/02","14,699.97","-4.70","10,844.93","-3.85","10,793.95","-3.45"
"2020/12/01","14,704.68","1.03","10,848.79","0.39","10,797.41","0.75"
"2020/11/30","14,703.65","-1.60","10,848.40","-1.56","10,796.65","-1.17"
"2020/11/27","14,705.25","5.37","10,849.95","2.87","10,797.83","3.94"
"2020/11/26","14,699.88","-7.94","10,847.08","-6.26","10,793.88","-5.83"
"2020/11/25","14,707.82","-6.86","10,853.34","-5.46","10,799.71","-5.04"
"2020/11/24","14,714.68","-1.71","10,858.79","-1.63","10,804.75","-1.25"
"2020/11/23","14,716.38","6.69","10,860.43","4.59","10,806.00","4.91"
"2020/11/20","14,709.70","-1.49","10,855.84","-2.21","10,801.09","-1.09"
"2020/11/19","14,711.18","-4.86","10,858.05","-3.98","10,802.18","-3.57"
"2020/11/18","14,716.05","6.80","10,862.03","4.67","10,805.76","4.99"
"2020/11/17","14,709.25","1.53","10,857.36","0.76","10,800.76","1.12"
"2020/11/16","14,707.72","-1.19","10,856.60","-1.25","10,799.64","-0.88"
"2020/11/13","14,708.91","6.95","10,857.85","4.04","10,800.52","5.11"
"2020/11/12","14,701.96","7.57","10,853.81","5.24","10,795.41","5.56"
"2020/11/11","14,694.39","-6.55","10,848.57","-5.22","10,789.85","-4.81"
"2020/11/10","14,700.94","-13.30","10,853.79","-10.23","10,794.66","-9.76"
"2020/11/09","14,714.23","-3.39","10,864.01","-2.88","10,804.42","-2.49"
"2020/11/06","14,717.62","-10.00","10,866.90","-8.52","10,806.91","-7.34"
"2020/11/05","14,727.62","15.82","10,875.42","11.36","10,814.25","11.62"
"2020/11/04","14,711.80","11.72","10,864.06","8.32","10,802.64","8.61"
"2020/11/03","14,700.07","-3.28","10,855.74","-2.80","10,794.03","-2.41"
"2020/11/02","14,703.35","-17.32","10,858.54","-13.21","10,796.43","-12.72"
"2020/10/30","14,720.67","-5.21","10,871.75","-4.97","10,809.15","-3.83"
"2020/10/29","14,725.88","-6.66","10,876.72","-5.30","10,812.98","-4.89"
"2020/10/28","14,732.54","4.64","10,882.02","3.07","10,817.86","3.41"
"2020/10/27","14,727.89","-4.90","10,878.95","-4.01","10,814.45","-3.60"
"2020/10/26","14,732.80","4.02","10,882.96","2.61","10,818.05","2.95"
"2020/10/23","14,728.77","2.95","10,880.34","1.08","10,815.10","2.17"
"2020/10/22","14,725.82","6.85","10,879.27","4.71","10,812.93","5.03"
"2020/10/21","14,718.97","-12.55","10,874.56","-9.67","10,807.90","-9.21"
"2020/10/20","14,731.52","-9.43","10,884.23","-7.36","10,817.12","-6.93"
"2020/10/19","14,740.95","5.62","10,891.59","3.80","10,824.04","4.13"
"2020/10/16","14,735.33","-9.24","10,887.79","-7.96","10,819.91","-6.78"
"2020/10/15","14,744.57","14.14","10,895.75","10.11","10,826.70","10.38"
"2020/10/14","14,730.43","9.72","10,885.64","6.84","10,816.32","7.14"
"2020/10/13","14,720.71","4.69","10,878.80","3.11","10,809.18","3.45"
"2020/10/12","14,716.01","-7.38","10,875.70","-5.84","10,805.73","-5.42"
"2020/10/08","14,723.39","2.61","10,881.54","0.45","10,811.15","1.92"
"2020/10/07","14,720.78","-1.30","10,881.08","-1.34","10,809.23","-0.96"
"2020/10/06","14,722.09","-17.04","10,882.42","-13.00","10,810.19","-12.51"
"2020/10/05","14,739.13","-16.80","10,895.42","-12.82","10,822.71","-12.34"
"2020/09/29","14,755.93","5.36","10,908.25","1.76","10,835.04","3.94"
"2020/09/28","14,750.57","3.25","10,906.49","2.04","10,831.10","2.39"
"2020/09/25","14,747.32","-0.49","10,904.45","-1.48","10,828.71","-0.36"
"2020/09/24","14,747.81","15.04","10,905.93","10.78","10,829.08","11.04"
"2020/09/23","14,732.77","8.07","10,895.15","5.61","10,818.03","5.92"
"2020/09/22","14,724.70","5.94","10,889.54","4.03","10,812.11","4.36"
"2020/09/21","14,718.76","3.05","10,885.51","1.89","10,807.75","2.24"
"2020/09/18","14,715.71","2.36","10,883.62","0.64","10,805.51","1.74"
"2020/09/17","14,713.35","0.93","10,882.98","0.32","10,803.77","0.68"
"2020/09/16","14,712.42","1.87","10,882.66","1.02","10,803.09","1.37"
"2020/09/15","14,710.55","5.86","10,881.64","3.97","10,801.72","4.30"
"2020/09/14","14,704.69","6.32","10,877.67","4.26","10,797.42","4.64"
"2020/09/11","14,698.37","-4.25","10,873.41","-4.44","10,792.77","-3.12"
"2020/09/10","14,702.62","0.81","10,877.85","0.17","10,795.89","-26.01"
"2020/09/09","14,701.81","12.41","10,877.68","8.80","10,821.90","9.14"
"2020/09/08","14,689.40","16.12","10,868.88","11.56","10,812.77","11.87"
"2020/09/07","14,673.28","-13.63","10,857.32","-10.56","10,800.90","-10.03"
"2020/09/04","14,686.91","-2.44","10,867.88","-3.10","10,810.94","-1.80"
"2020/09/03","14,689.35","-0.15","10,870.98","-0.54","10,812.74","-0.11"
"2020/09/02","14,689.50","13.77","10,871.52","9.81","10,812.85","10.14"
"2020/09/01","14,675.73","-10.48","10,861.71","-8.22","10,802.71","-7.71"
"2020/08/31","14,686.21","-20.76","10,869.93","-15.86","10,810.42","-15.28"
"2020/08/28","14,706.96","-11.71","10,885.79","-9.99","10,825.70","-8.62"
