년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2021/12/30","14,685.42","-6.55","10,707.29","-6.28","10,630.79","-4.74"
"2021/12/29","14,691.97","6.17","10,713.57","4.13","10,635.54","4.46"
"2021/12/28","14,685.81","-3.43","10,709.44","-2.88","10,631.07","-2.48"
"2021/12/27","14,689.24","7.57","10,712.32","5.16","10,633.55","5.48"
"2021/12/24","14,681.67","9.08","10,707.16","5.51","10,628.08","6.57"
"2021/12/23","14,672.59","-20.69","10,701.65","-15.49","10,621.50","-14.97"
"2021/12/22","14,693.28","-9.63","10,717.14","-7.41","10,636.48","-6.97"
"2021/12/21","14,702.91","2.72","10,724.55","1.62","10,643.45","1.97"
"2021/12/20","14,700.19","17.17","10,722.93","12.21","10,641.48","12.43"
"2021/12/17","14,683.02","3.24","10,710.72","1.39","10,629.05","2.35"
"2021/12/16","14,679.78","18.82","10,709.33","13.42","10,626.71","13.62"
"2021/12/15","14,660.96","-1.30","10,695.91","-1.27","10,613.08","-0.94"
"2021/12/14","14,662.26","-0.73","10,697.18","-0.86","10,614.02","-0.53"
"2021/12/13","14,662.99","10.01","10,698.05","6.99","10,614.56","7.25"
"2021/12/10","14,652.98","-11.81","10,691.06","-9.64","10,607.31","-44.68"
"2021/12/09","14,664.80","12.66","10,700.70","8.95","10,651.98","9.19"
"2021/12/08","14,652.14","20.01","10,691.74","14.34","10,642.79","14.54"
"2021/12/07","14,632.13","-1.68","10,677.40","-1.55","10,628.25","-1.22"
"2021/12/06","14,633.80","11.19","10,678.95","7.88","10,629.47","8.13"
"2021/12/03","14,622.61","-16.48","10,671.07","-13.05","10,621.34","-11.97"
"2021/12/02","14,639.09","-14.72","10,684.13","-11.11","10,633.31","-10.69"
"2021/12/01","14,653.81","-6.89","10,695.24","-5.37","10,644.00","-5.00"
"2021/11/30","14,660.69","30.95","10,700.61","22.36","10,649.00","22.48"
"2021/11/29","14,629.74","7.00","10,678.25","4.80","10,626.52","5.08"
"2021/11/26","14,622.75","33.93","10,673.45","23.89","10,621.44","24.64"
"2021/11/25","14,588.82","26.90","10,649.56","19.39","10,596.80","19.54"
"2021/11/24","14,561.92","10.61","10,630.16","7.45","10,577.25","7.71"
"2021/11/23","14,551.31","2.89","10,622.71","1.80","10,569.55","2.10"
"2021/11/22","14,548.41","-18.07","10,620.91","-13.57","10,567.45","-13.13"
"2021/11/19","14,566.49","-11.55","10,634.48","-9.44","10,580.57","-8.39"
"2021/11/18","14,578.03","7.57","10,643.92","5.23","10,588.96","5.50"
"2021/11/17","14,570.46","-6.39","10,638.69","-5.01","10,583.46","-4.64"
"2021/11/16","14,576.85","-19.15","10,643.70","-14.36","10,588.10","-13.91"
"2021/11/15","14,595.99","23.84","10,658.06","17.15","10,602.01","17.32"
"2021/11/12","14,572.15","-18.13","10,640.91","-14.26","10,584.69","-13.17"
"2021/11/11","14,590.28","-10.04","10,655.17","-7.68","10,597.86","-7.29"
"2021/11/10","14,600.32","-5.21","10,662.85","-4.14","10,605.15","-3.78"
"2021/11/09","14,605.52","17.72","10,667.00","12.67","10,608.93","12.87"
"2021/11/08","14,587.80","18.19","10,654.33","13.01","10,596.06","13.22"
"2021/11/05","14,569.61","28.33","10,641.32","19.79","10,582.84","20.57"
"2021/11/04","14,541.28","17.27","10,621.53","12.34","10,562.27","12.55"
