년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2015/12/30","13,303.24","0.17","10,682.76","-2.59","10,596.54","0.13"
"2015/12/29","13,303.08","8.42","10,685.35","6.23","10,596.41","6.70"
"2015/12/28","13,294.66","1.05","10,679.12","0.30","10,589.70","0.83"
"2015/12/24","13,293.61","2.92","10,678.82","0.17","10,588.87","2.32"
"2015/12/23","13,290.70","0.20","10,678.66","-0.39","10,586.55","0.16"
"2015/12/22","13,290.50","-3.81","10,679.04","-3.61","10,586.39","-3.03"
"2015/12/21","13,294.31","11.58","10,682.65","8.78","10,589.42","9.22"
"2015/12/18","13,282.73","16.03","10,673.88","11.27","10,580.20","12.77"
"2015/12/17","13,266.70","12.00","10,662.61","9.12","10,567.43","9.56"
"2015/12/16","13,254.70","-5.64","10,653.49","-5.09","10,557.88","-4.49"
"2015/12/15","13,260.35","2.63","10,658.58","1.57","10,562.37","2.10"
"2015/12/14","13,257.72","3.03","10,657.01","1.89","10,560.28","2.41"
"2015/12/11","13,254.69","-0.77","10,655.11","-2.25","10,557.86","-0.61"
"2015/12/10","13,255.45","8.15","10,657.36","6.06","10,558.47","-56.99"
"2015/12/09","13,247.30","2.50","10,651.31","1.48","10,615.46","2.01"
"2015/12/08","13,244.80","13.41","10,649.82","10.32","10,613.46","10.75"
"2015/12/07","13,231.39","1.55","10,639.50","0.71","10,602.71","1.24"
"2015/12/04","13,229.84","-7.41","10,638.79","-7.64","10,601.47","-5.94"
"2015/12/03","13,237.25","3.46","10,646.44","2.26","10,607.41","2.77"
"2015/12/02","13,233.79","3.85","10,644.18","2.57","10,604.64","3.08"
"2015/12/01","13,229.94","0.43","10,641.61","-0.20","10,601.55","0.34"
"2015/11/30","13,229.51","5.29","10,641.80","3.74","10,601.21","4.24"
"2015/11/27","13,224.22","-5.39","10,638.06","-6.00","10,596.97","-4.32"
"2015/11/26","13,229.61","-1.73","10,644.07","-1.95","10,601.29","-1.39"
"2015/11/25","13,231.34","2.01","10,646.02","1.09","10,602.67","1.61"
"2015/11/24","13,229.33","0.12","10,644.93","-0.45","10,601.06","0.09"
"2015/11/23","13,229.21","-1.14","10,645.38","-1.47","10,600.97","-0.92"
"2015/11/20","13,230.36","-7.91","10,646.85","-8.04","10,601.88","-6.34"
"2015/11/19","13,238.27","7.59","10,654.90","5.60","10,608.22","6.08"
"2015/11/18","13,230.68","3.98","10,649.30","2.68","10,602.14","3.19"
"2015/11/17","13,226.69","-3.59","10,646.61","-3.45","10,598.95","-2.87"
"2015/11/16","13,230.28","13.70","10,650.07","10.55","10,601.82","10.98"
"2015/11/13","13,216.58","5.41","10,639.51","2.75","10,590.85","4.34"
"2015/11/12","13,211.17","1.75","10,636.76","0.87","10,586.51","1.40"
"2015/11/11","13,209.42","-7.39","10,635.89","-6.53","10,585.11","-5.92"
"2015/11/10","13,216.81","10.97","10,642.42","8.35","10,591.03","8.79"
"2015/11/09","13,205.84","-30.52","10,634.08","-25.27","10,582.23","-24.46"
"2015/11/06","13,236.35","-15.22","10,659.35","-13.97","10,606.69","-12.20"
"2015/11/05","13,251.58","-0.83","10,673.32","-1.22","10,618.89","-0.66"
"2015/11/04","13,252.40","-7.52","10,674.54","-6.64","10,619.55","-6.02"
