년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2022/12/29","14,391.65","-10.12","10,296.59","-10.42","10,203.15","-7.17"
"2022/12/28","14,401.77","-11.28","10,307.01","-8.90","10,210.32","-8.00"
"2022/12/27","14,413.05","7.57","10,315.90","4.65","10,218.32","5.36"
"2022/12/26","14,405.48","-18.35","10,311.25","-13.97","10,212.95","-13.01"
"2022/12/23","14,423.83","-24.96","10,325.22","-20.30","10,225.96","-17.70"
"2022/12/22","14,448.80","25.78","10,345.53","17.74","10,243.66","18.27"
"2022/12/21","14,423.02","33.95","10,327.79","23.61","10,225.38","24.07"
"2022/12/20","14,389.07","-68.82","10,304.18","-50.25","10,201.31","-48.79"
"2022/12/19","14,457.89","-3.48","10,354.42","-3.22","10,250.10","-2.47"
"2022/12/16","14,461.37","-2.29","10,357.65","-3.81","10,252.57","-1.62"
"2022/12/15","14,463.66","5.87","10,361.46","3.49","10,254.20","4.16"
"2022/12/14","14,457.79","42.21","10,357.96","29.59","10,250.04","29.93"
"2022/12/13","14,415.58","0.17","10,328.37","-0.60","10,220.11","0.12"
"2022/12/12","14,415.41","-0.33","10,328.97","-0.96","10,219.99","-0.23"
"2022/12/09","14,415.73","20.75","10,329.93","13.35","10,220.22","-72.96"
"2022/12/08","14,394.98","1.59","10,316.57","-0.06","10,293.17","1.13"
"2022/12/07","14,393.39","-16.38","10,316.63","-12.58","10,292.04","-11.71"
"2022/12/06","14,409.77","-7.72","10,329.21","-6.31","10,303.75","-5.52"
"2022/12/05","14,417.48","8.29","10,335.52","5.29","10,309.27","5.93"
"2022/12/02","14,409.19","19.81","10,330.23","12.19","10,303.34","14.16"
"2022/12/01","14,389.39","21.00","10,318.04","14.49","10,289.18","15.01"
"2022/11/30","14,368.39","2.39","10,303.55","1.01","10,274.16","1.71"
"2022/11/29","14,366.00","-14.16","10,302.54","-10.98","10,272.45","-10.13"
"2022/11/28","14,380.16","-7.31","10,313.52","-6.02","10,282.58","-5.23"
"2022/11/25","14,387.47","27.38","10,319.53","17.67","10,287.81","19.57"
