년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2024/12/30","15,746.69","10.24","10,529.53","3.98","10,417.14","6.77"
"2024/12/27","15,736.46","21.60","10,525.55","11.62","10,410.37","14.29"
"2024/12/26","15,714.86","-12.45","10,513.93","-9.32","10,396.08","-8.23"
"2024/12/24","15,727.31","-15.48","10,523.26","-12.32","10,404.31","-10.24"
"2024/12/23","15,742.78","-0.58","10,535.58","-1.36","10,414.55","-0.39"
"2024/12/20","15,743.37","-7.16","10,536.94","-7.70","10,414.94","-4.74"
"2024/12/19","15,750.53","-30.46","10,544.64","-21.42","10,419.68","-20.15"
"2024/12/18","15,780.99","36.13","10,566.06","23.31","10,439.83","23.90"
"2024/12/17","15,744.86","-31.33","10,542.76","-22.01","10,415.93","-20.72"
"2024/12/16","15,776.18","-7.31","10,564.77","-5.90","10,436.65","-4.83"
"2024/12/13","15,783.49","10.39","10,570.66","4.03","10,441.48","6.88"
"2024/12/12","15,773.10","-6.39","10,566.63","-5.28","10,434.61","-4.23"
"2024/12/11","15,779.49","-11.81","10,571.91","-8.92","10,438.83","-7.82"
"2024/12/10","15,791.30","-1.45","10,580.84","-1.97","10,446.65","-122.07"
"2024/12/09","15,792.75","25.18","10,582.80","16.13","10,568.72","16.85"
"2024/12/06","15,767.57","-2.82","10,566.67","-4.86","10,551.87","-1.89"
"2024/12/05","15,770.39","7.53","10,571.54","4.14","10,553.75","5.04"
"2024/12/04","15,762.86","-17.22","10,567.40","-12.69","10,548.72","-11.52"
"2024/12/03","15,780.08","-4.31","10,580.09","-3.91","10,560.24","-2.89"
"2024/12/02","15,784.39","24.26","10,584.00","15.51","10,563.13","16.24"
"2024/11/29","15,760.13","11.99","10,568.49","5.21","10,546.89","8.03"
"2024/11/28","15,748.13","44.96","10,563.29","29.58","10,538.86","30.09"
"2024/11/27","15,703.17","15.67","10,533.71","9.67","10,508.77","10.49"
"2024/11/26","15,687.50","3.89","10,524.04","1.66","10,498.29","2.60"
"2024/11/25","15,683.62","23.20","10,522.38","14.78","10,495.69","15.52"
"2024/11/22","15,660.42","5.54","10,507.60","0.82","10,480.16","3.71"
"2024/11/21","15,654.88","18.52","10,506.77","11.60","10,476.45","12.39"
"2024/11/20","15,636.36","7.73","10,495.17","4.27","10,464.06","5.17"
"2024/11/19","15,628.63","11.43","10,490.90","6.79","10,458.89","7.65"
"2024/11/18","15,617.20","13.72","10,484.11","8.34","10,451.24","9.18"
"2024/11/15","15,603.48","-1.15","10,475.77","-3.73","10,442.06","-0.77"
"2024/11/14","15,604.63","4.57","10,479.50","2.13","10,442.83","3.06"
"2024/11/13","15,600.06","-15.48","10,477.37","-11.50","10,439.77","-10.36"
"2024/11/12","15,615.53","0.11","10,488.87","-0.91","10,450.13","0.07"
"2024/11/11","15,615.43","-4.13","10,489.78","-3.79","10,450.05","-2.77"
"2024/11/08","15,619.56","19.65","10,493.57","10.41","10,452.82","13.15"
"2024/11/07","15,599.91","20.14","10,483.16","12.71","10,439.67","13.48"
"2024/11/06","15,579.77","-17.85","10,470.46","-13.12","10,426.19","-11.95"
"2024/11/05","15,597.63","9.48","10,483.58","5.46","10,438.14","6.35"
"2024/11/04","15,588.14","2.94","10,478.11","1.02","10,431.80","1.97"
"2024/11/01","15,585.21","-0.07","10,477.10","-2.99","10,429.83","-0.05"
"2024/10/31","15,585.28","4.49","10,480.09","2.07","10,429.88","3.01"
"2024/10/30","15,580.78","3.34","10,478.02","1.29","10,426.87","2.23"
"2024/10/29","15,577.45","-0.65","10,476.73","-1.42","10,424.64","-0.43"
"2024/10/28","15,578.10","-19.88","10,478.16","-14.49","10,425.07","-13.30"
"2024/10/25","15,597.97","4.91","10,492.65","0.39","10,438.37","3.28"
"2024/10/24","15,593.07","22.69","10,492.26","14.44","10,435.09","15.18"
"2024/10/23","15,570.38","5.04","10,477.82","2.44","10,419.91","3.37"
"2024/10/22","15,565.34","-18.90","10,475.38","-13.83","10,416.53","-12.65"
"2024/10/21","15,584.24","6.73","10,489.21","3.59","10,429.18","4.50"
"2024/10/18","15,577.51","-5.51","10,485.62","-6.69","10,424.68","-3.69"
"2024/10/17","15,583.02","-9.88","10,492.31","-7.70","10,428.37","-6.61"
"2024/10/16","15,592.91","15.65","10,500.01","9.66","10,434.98","10.48"
"2024/10/15","15,577.25","18.28","10,490.35","11.44","10,424.51","12.24"
"2024/10/14","15,558.97","4.27","10,478.91","1.92","10,412.27","2.86"
"2024/10/11","15,554.69","16.63","10,476.98","8.36","10,409.41","11.13"
"2024/10/10","15,538.06","-13.03","10,468.62","-9.84","10,398.28","-8.72"
"2024/10/08","15,551.09","11.08","10,478.46","5.57","10,407.00","7.41"
"2024/10/07","15,540.01","-56.68","10,472.90","-39.50","10,399.59","-37.93"
"2024/10/04","15,596.69","-18.23","10,512.40","-15.34","10,437.51","-12.20"
"2024/10/02","15,614.92","16.49","10,527.74","9.25","10,449.71","11.04"
"2024/09/30","15,598.43","7.64","10,518.49","3.23","10,438.68","5.11"
"2024/09/27","15,590.78","-1.58","10,515.26","-4.02","10,433.56","-1.06"
"2024/09/26","15,592.36","1.87","10,519.28","0.29","10,434.62","1.25"
"2024/09/25","15,590.49","18.99","10,518.99","11.93","10,433.36","12.71"
"2024/09/24","15,571.50","-0.35","10,507.06","-1.22","10,420.66","-0.23"
"2024/09/23","15,571.85","-9.60","10,508.28","-7.51","10,420.89","-6.43"
"2024/09/20","15,581.45","0.60","10,515.79","-2.54","10,427.32","0.40"
"2024/09/19","15,580.85","-5.36","10,518.33","-4.62","10,426.91","-3.58"
"2024/09/13","15,586.20","27.36","10,522.95","12.71","10,430.50","18.31"
"2024/09/12","15,558.84","-15.39","10,510.25","-11.43","10,412.19","-10.30"
"2024/09/11","15,574.23","22.03","10,521.68","14.00","10,422.48","14.75"
"2024/09/10","15,552.20","5.04","10,507.67","2.47","10,407.74","-51.99"
"2024/09/09","15,547.16","-8.99","10,505.20","-7.11","10,459.73","-6.05"
"2024/09/06","15,556.15","17.35","10,512.31","8.95","10,465.78","11.67"
"2024/09/05","15,538.80","9.06","10,503.36","5.22","10,454.11","6.09"
"2024/09/04","15,529.75","23.99","10,498.14","15.42","10,448.01","16.14"
"2024/09/03","15,505.76","2.82","10,482.72","0.96","10,431.88","1.90"
"2024/09/02","15,502.94","-11.30","10,481.76","-8.69","10,429.98","-7.60"
"2024/08/30","15,514.23","-2.98","10,490.45","-4.94","10,437.58","-2.00"
"2024/08/29","15,517.21","-12.06","10,495.38","-9.21","10,439.58","-8.11"
"2024/08/28","15,529.27","8.48","10,504.59","4.82","10,447.69","5.70"
"2024/08/27","15,520.80","-19.69","10,499.77","-14.42","10,441.99","-13.25"
