년/월/일,총수익지수,전일대비,순가격지수,전일대비,시장가격지수,전일대비
"2013/12/30","12,225.54","-6.66","10,338.62","-8.15","10,244.89","-5.58"
"2013/12/27","12,232.20","18.65","10,346.77","13.35","10,250.47","15.63"
"2013/12/26","12,213.55","0.20","10,333.42","-0.66","10,234.84","0.17"
"2013/12/24","12,213.35","2.38","10,334.08","0.36","10,234.67","1.99"
"2013/12/23","12,210.97","2.38","10,333.72","1.19","10,232.68","2.00"
"2013/12/20","12,208.59","8.21","10,332.53","4.49","10,230.68","6.88"
"2013/12/19","12,200.38","0.11","10,328.04","-0.74","10,223.80","0.09"
"2013/12/18","12,200.27","-6.78","10,328.78","-6.59","10,223.71","-5.68"
"2013/12/17","12,207.05","9.87","10,335.37","7.55","10,229.39","8.27"
"2013/12/16","12,197.18","18.48","10,327.82","14.90","10,221.12","15.48"
"2013/12/13","12,178.70","18.11","10,312.92","13.02","10,205.64","15.18"
"2013/12/12","12,160.59","4.35","10,299.90","2.91","10,190.46","3.65"
"2013/12/11","12,156.24","-5.59","10,296.99","-5.53","10,186.81","-4.68"
"2013/12/10","12,161.82","0.21","10,302.52","-0.61","10,191.49","-93.95"
"2013/12/09","12,161.61","12.94","10,303.13","10.31","10,285.45","10.94"
"2013/12/06","12,148.67","8.45","10,292.82","4.89","10,274.50","7.15"
"2013/12/05","12,140.22","-2.30","10,287.93","-2.76","10,267.36","-1.95"
"2013/12/04","12,142.52","5.02","10,290.69","3.52","10,269.30","4.25"
"2013/12/03","12,137.50","3.18","10,287.17","1.94","10,265.06","2.69"
"2013/12/02","12,134.32","-10.07","10,285.23","-9.42","10,262.36","-8.52"
"2013/11/29","12,144.39","-4.91","10,294.65","-6.56","10,270.88","-4.15"
"2013/11/28","12,149.30","-5.30","10,301.21","-5.33","10,275.04","-4.48"
"2013/11/27","12,154.60","-1.16","10,306.54","-1.78","10,279.52","-0.98"
"2013/11/26","12,155.76","5.56","10,308.32","3.98","10,280.50","4.70"
"2013/11/25","12,150.20","-7.01","10,304.34","-6.79","10,275.80","-5.93"
"2013/11/22","12,157.21","12.64","10,311.13","8.48","10,281.73","10.69"
"2013/11/21","12,144.57","-5.16","10,302.65","-5.20","10,271.04","-4.36"
"2013/11/20","12,149.73","-1.08","10,307.85","-1.72","10,275.40","-0.92"
"2013/11/19","12,150.81","-8.56","10,309.57","-8.12","10,276.31","-7.24"
"2013/11/18","12,159.37","1.89","10,317.69","0.84","10,283.56","1.60"
"2013/11/15","12,157.48","0.49","10,316.85","-1.93","10,281.95","0.42"
"2013/11/14","12,156.99","0.29","10,318.78","-0.54","10,281.54","0.25"
"2013/11/13","12,156.70","9.42","10,319.32","7.28","10,281.29","7.96"
"2013/11/12","12,147.28","-3.61","10,312.04","-3.87","10,273.33","-3.05"
"2013/11/11","12,150.89","-24.44","10,315.91","-21.74","10,276.38","-20.67"
"2013/11/08","12,175.33","6.86","10,337.65","3.53","10,297.05","5.80"
"2013/11/07","12,168.47","-3.76","10,334.12","-4.01","10,291.25","-3.18"
"2013/11/06","12,172.23","2.59","10,338.13","1.44","10,294.43","2.19"
"2013/11/05","12,169.64","-9.65","10,336.69","-9.06","10,292.24","-8.16"
"2013/11/04","12,179.29","-3.39","10,345.75","-3.69","10,300.40","-2.86"
"2013/11/01","12,182.68","-8.20","10,349.44","-9.38","10,303.27","-6.94"
